address,latitude,longitude,car_type,zoneId,zoneName
서울 서대문구 냉천동 31 감리교신학대학,37.567676,126.963462,1,S0000652,감리교신학대학교
서울 강서구 화곡동 61-184,37.541023,126.847359,1,S0000664,화일주차장
서울 강남구 역삼동 815,37.50132,127.026482,1,S0000665,점프밀라노
서울 양천구 신월동 545-3,37.517849,126.841125,1,S0000666,신월 바다주차장
서울 마포구 아현동 270-15,37.554234,126.956841,1,S0000667,아현주차장
서울 마포구 연남동 493-50,37.561089,126.918877,1,S0000669,연남동(가버나움)(운영종료)
서울 관악구 신림동 1523-1,37.470535,126.934486,1,S0000670,일성트루엘 주차장
서울 용산구 한남동 522-44,37.529758,127.007401,1,S0000673,한남역 1번출구(임시폐쇄)
서울 강남구 논현동 206-19,37.50724,127.031937,1,S0000674,차병원사거리(운영종료)
서울 서대문구 홍제동 294-84 홍제견인차량보관소,37.590636,126.940674,1,S0000675,홍제1동(1지구)견인보관소
서울 강남구 논현동 7-18,37.518848,127.02758,1,S0000676,강남을지병원앞사거리(운영종료)
서울 용산구 이태원동 181-8,37.53463,126.990356,1,S0000682,세계로주차장
서울 강남구 대치동 982-10,37.50264,127.063988,1,S0000687,대치2동 주민센터 앞
서울 강남구 삼성동 36-8,37.511578,127.044456,1,S0000688,선정릉역 2번출구(운영종료)
서울 광진구 자양동 680-7,37.536049,127.084259,1,S0000690,공간주차장
서울 강동구 둔촌동 489-4,37.530453,127.138016,1,S0000692,둔촌동역 1번출구(운영종료)
서울 강동구 길동 392-6,37.538223,127.141151,1,S0000693,길동주차장
서울 동작구 상도동 188-19,37.502449,126.936119,1,S0000696,동작경희병원 주차장
서울 성북구 정릉동 286-23,37.61166,127.008888,1,S0000697,정릉동(운영종료)
서울 송파구 송파동 99-1,37.502472,127.113045,1,S0000698,잠실여고 후문 주차장
서울 영등포구 당산동5가 9-2,37.533237,126.900581,1,S0000699,당산삼성쉐르빌
서울 성북구 삼선동4가 18-6,37.588623,127.010368,1,S0000702,삼선교주차장
서울 양천구 목동 808-31,37.527897,126.864609,1,S0000703,화창주차장
서울 서초구 양재2동 272-11,37.474705,127.044586,1,S0000705,언남고교(운영종료)
서울 강서구 등촌2동 505-10,37.55117,126.863007,1,S0000707,등촌역 8번출구(운영종료)
서울 강서구 방화동 484-17,37.573521,126.810539,1,S0000708,엔더블유임대 주차장
서울 용산구 후암동 258-8,37.546192,126.979309,1,S0000711,용산고교 앞(운영종료)
서울 동작구 사당동 318-12,37.483013,126.974388,1,S0000715,지산주차장
서울 양천구 신월동 21-1,37.540606,126.831211,1,S0000716,신월주차장
서울 영등포구 양평동2가 40-9,37.523678,126.882935,1,S0000717,오목교주차장
서울 중랑구 상봉동 136-50,37.592701,127.074257,1,S0000725,중랑역 4번출구(운영종료)
서울 종로구 숭인동 1063,37.575424,127.022072,1,S0000726,계명주차장
서울 종로구 당주동 163-6,37.571144,126.974205,1,S0000727,광화문역 1번출구(운영종료)
서울 동대문구 청량리동 235-4,37.582483,127.047236,1,S0000728,미주상가A동주차장
서울 강서구 방화동 886,37.563141,126.803329,1,S0000729,김포공항(스카이파크)(운영종료)
서울 관악구 신림동 598-169,37.475101,126.919846,1,S0000730,난곡사거리(운영종료)
서울 은평구 불광동 13-5,37.61922,126.932715,1,S0000741,수양유료주차장
서울 양천구 목동 405-268,37.524246,126.874771,1,S0000742,오목교역 7번출구(운영종료)
서울 서초구 서초동 1302-46,37.503288,127.022766,1,S0000743,양정주차장
서울 강남구 역삼동 674-14,37.503876,127.040421,1,S0000745,대명주차장
서울 강남구 논현동 241-3,37.516899,127.041004,1,S0000746,SK허브블루빌딩
서울 성동구 도선동 252,37.563454,127.033257,1,S0000748,유료주차장(상왕십리역 3번출구)
서울 은평구 구산동 1-1,37.61116,126.91674,1,S0000749,영진빌딩주차장
서울 양천구 신월동 411-1,37.525654,126.837776,1,S0000750,신월4동 공영주차장
서울 강북구 수유동 10-4,37.637978,127.022629,1,S0000753,대명주차장(수유역 5번출구)
서울 강남구 역삼동 790-6,37.495419,127.038849,1,S0000754,아산재단빌딩 MARU180
서울 서초구 반포동 707,37.509798,127.021044,1,S0000756,더레인지 주차장
서울 강남구 일원동 4-49,37.493992,127.087379,1,S0000762,탄천제2호 공영주차장
서울 강남구 세곡동 122-2,37.464298,127.106133,1,S0000763,대왕초교(운영종료)
서울 강동구 천호동 34-6,37.546406,127.142639,1,S0000766,섣받탕쭈꾸미 옆 주차장
서울 관악구 봉천동 492-26,37.48851,126.946861,1,S0000768,구암초교 앞(운영종료)
서울 광진구 중곡동 115-4,37.553181,127.089447,1,S0000769,대공원 맞은편 유료민영주차장
서울 동대문구 장안동 331-2,37.572552,127.07412,1,S0000772,장안동사거리(운영종료)
서울 동작구 노량진동 270-3,37.511608,126.934731,1,S0000773,삼하주차장
서울 서초구 양재동 399,37.471603,127.048515,1,S0000774,구룡공원 공영주차장
서울 서초구 서초동 1357-65,37.487877,127.031799,1,S0000776,뱅뱅사거리(운영종료)
서울 영등포구 양평동5가 41-1,37.539368,126.890053,1,S0000779,선유도역 8번출구(운영종료)
서울 중랑구 면목동 42-58,37.588318,127.095261,1,S0000780,서일대 앞(운영종료)
서울 중랑구 면목동 121-24,37.589333,127.08799,1,S0000781,동원주차장
서울 서초구 방배동 941-4,37.485821,126.990158,1,S0000783,내방역 4번출구(운영종료)
서울 양천구 목동 525,37.546124,126.874611,1,S0000784,염창역 3번출구(운영종료)
서울 용산구 효창동 255-11,37.543869,126.962006,1,S0000786,효창운동장(운영종료)
서울 종로구 인사동 119-1,37.570934,126.985939,1,S0000787,종각역 3번출구(운영종료)
서울 중구 장충동1가 35-2,37.561745,127.00779,1,S0000789,장충주차장
서울 강동구 강일동 302-4,37.565132,127.173241,1,S0000798,강일동견인보관소 앞(운영종료)
서울 노원구 공릉동 461-1,37.630054,127.075577,1,S0000799,서울과기대 정문
서울 성북구 하월곡동 92-38,37.603088,127.043259,1,S0000802,월곡역 4번출구(운영종료)
서울 성북구 보문동5가 145-4,37.58279,127.020241,1,S0000803,행복유료주차장
서울 영등포구 신길동 445-2,37.498867,126.908081,1,S0000806,신풍주차장
서울 중구 남대문로5가 581,37.554298,126.973892,1,S0000808,서울역 10번출구(서울시티타워)(운영종료)
서울 강동구 명일동 324-14,37.549828,127.144318,1,S0000809,우리주차장
서울 구로구 구로동 1127-22,37.482109,126.898918,1,S0000812,티타운빌딩 주차장
서울 은평구 증산동 177-6,37.580872,126.90612,1,S0000818,유료주차장
서울 동작구 사당동 200-1,37.488628,126.969193,1,S0000836,총신대(운영종료)
서울 중구 을지로6가 18-130,37.566559,127.00663,1,S0000838,동대문역사문화공원역 13번출구(K-POP HOTEL)(운영종료)
서울 관악구 신림동 1641-2,37.48373,126.930145,1,S0000843,타임스트림 주차장
서울 금천구 가산동 60-15,37.480499,126.884308,1,S0000854,리더스타워 주차장
서울 송파구 장지동 879,37.478802,127.141312,1,S0000870,위례신도시 22단지
서울 관악구 신림동 209-1,37.46801,126.944778,1,S0000875,관악문화관도서관 지하주차장
서울 성북구 장위동 238-401,37.613232,127.05101,1,S0000893,장위시장(운영종료)
서울 양천구 신월동 166-23,37.534367,126.828514,1,S0000894,신우공영주차장
서울 양천구 신정동 919-6,37.527222,126.855621,1,S0000895,신정역 2번출구(운영종료)
서울 성북구 종암동 25-68,37.59285,127.036018,1,S0000896,고려대역 2번출구(운영종료)
서울 동작구 사당동 1044-4,37.476944,126.978531,1,S0000901,CK프라자빌딩주차장
서울 종로구 숭인동 292-1,37.572975,127.016609,1,S0000902,동묘앞역 4번출구(운영종료)
서울 송파구 문정동 150-27,37.491314,127.11647,1,S0000907,행운주차장
서울 노원구 상계동 371-9,37.657448,127.066887,1,S0000909,상계초교입구(운영종료)
서울 마포구 상암동 1137,37.576454,126.899605,1,S0000910,하이파킹 상암DMC점
서울 동작구 신대방동 351-5,37.498615,126.927544,1,S0000917,금성주차장
서울 용산구 한강로3가 40-999,37.528898,126.963967,1,S0000929,용산 HDC아이파크몰 해주차장
서울 금천구 가산동 459-11,37.482128,126.881348,1,S0000931,제이플라츠 주차장
서울 종로구 낙원동 254-4,37.572979,126.987991,1,X0000001,낙원상가
서울 용산구 문배동 24-5,37.536938,126.969714,1,X0000010,용산등기소 노상공영주차장
서울 용산구 이태원1동 126-17,37.534607,126.996788,1,X0000011,이태원역(3번출구 이태원로)(운영종료)
서울 노원구 상계동 84-23 앞,37.664539,127.07589,1,X0000018,당고개전철밑 노상공영주차장
서울 서대문구 영천동 252,37.571552,126.959663,1,X0000021,독립문고가 밑 공영주차장
서울 양천구 목동 906-1,37.533836,126.876534,1,X0000026,파리공원(운영종료)
서울 양천구 신정동 321-3,37.518017,126.866768,1,X0000027,양천구청 앞(운영종료)
서울 양천구 신정동 322-3,37.517155,126.864655,1,X0000028,양천경찰서(운영종료)
서울 구로구 가리봉동 127-13 앞,37.479504,126.889412,1,X0000035,가리봉오거리(운영종료)
서울 금천구 독산동 1081-4,37.466496,126.889717,1,X0000039,독산역 1번출구 앞 공영주차장
서울 영등포구 여의도동 40-3,37.522663,126.937386,1,X0000042,여의나루역(4번출구 원효대교남단)(운영종료)
서울 영등포구 신길동 812,37.504299,126.92115,1,X0000043,보라매역(6번출구 해군회관앞)(운영종료)
서울 영등포구 당산동5가 11-39,37.532478,126.900848,1,X0000046,당산고가밑 공영주차장
서울 동작구 본동 5-5,37.513134,126.956917,1,X0000049,노들역(운영종료)
서울 강남구 신사동 581-13 앞(압구정역 4번출구 앞),37.525791,127.02839,1,X0000052,압구정고가2 공영주차장
서울 종로구 종로4가 32-7,37.571003,126.995918,1,X0000058,종묘 공영주차장
서울 용산구 한남동 728-27,37.539037,127.002469,1,X0000061,한강진역 공영 상부주차장
서울 성동구 옥수동 377-5 앞,37.542034,127.017395,1,X0000064,옥수역 노상공영주차장
서울 동대문구 신설동 114-29,37.572552,127.024399,1,X0000065,신설동 공영주차장
서울 동대문구 장안동 286-9,37.578087,127.070602,1,X0000066,장안2동 공영주차장(기계식)
서울 노원구 월계동 50-9,37.615163,127.063269,1,X0000069,문화공원 옆 석계역 공영주차장
서울 양천구 목동 908-26,37.53688,126.881172,1,X0000070,목동체비지 공영주차장
서울 양천구 신정동 943-25,37.52375,126.85141,1,X0000071,웃우물 공영주차장 (기계식)
서울 강서구 가양동 1488-12,37.560436,126.859543,1,X0000073,증미역(운영종료)
서울 강서구 가양동 1480-10,37.563465,126.852669,1,X0000074,영보빌딩 공영주차장
서울 구로구 구로동 120-5,37.492851,126.894188,1,X0000077,대림노외 구로2빗물펌프장 공영주차장
서울 금천구 시흥동 산139-2,37.4627,126.906441,1,X0000078,남부여성발전센터 공영주차장
서울 영등포구 당산동3가 370-3 지하1층,37.524204,126.895493,1,X0000079,영등포구청역 공영주차장
서울 동작구 신대방동 431-3,37.490322,126.92321,1,X0000081,보라매공원(운영종료)
서울 관악구 신림동 516,37.487411,126.913292,1,X0000082,신대방노외 공영주차장
서울 강남구 일원동 716-2,37.484592,127.08374,1,X0000084,공영일원주차장
서울 송파구 신천동 29 잠실역 공영주차장,37.514513,127.104724,1,X0000085,잠실역 공영주차장
서울 중랑구 묵동 29,37.619637,127.086697,1,X0000086,화랑대역 공영주차장
서울 도봉구 창동 1-9,37.654112,127.050253,1,X0000090,창동역 1번출구(운영종료)
서울 노원구 상계동 1268,37.679218,127.056061,1,X0000091,수락산역 공영주차장
서울 노원구 월계동 320-2,37.634495,127.059319,1,X0000092,월계역(운영종료)
서울 은평구 진관동 66-30,37.638229,126.918907,1,X0000093,구파발역 공영주차장
서울 마포구 마포동 36-1 마포주차장,37.539082,126.942846,1,X0000094,마포유수지 공영주차장
서울 강서구 방화동 844,37.5723,126.804244,1,X0000095,개화산역 공영주차장
서울 강서구 방화동 830-4,37.577251,126.813286,1,X0000097,방화역(동) 공영주차장
서울 구로구 구로동 810-3,37.485348,126.902458,1,X0000100,구로디지털단지역 고가 아래 공영주차장
서울 구로구 천왕동 14-128 천왕역 광역환승센터,37.487138,126.83908,1,X0000101,천왕역 공영주차장
서울 구로구 온수동 51-26,37.49184,126.824012,1,X0000103,온수역(남) 노상공영주차장
서울 관악구 신림동 1677-4,37.484634,126.903992,1,X0000104,견인보관소 공영주차장
서울 서초구 방배동 506-9,37.475535,126.983326,1,X0000105,사당역 공영주차장(서울시설관리공단)
서울 강남구 대치동 514-1 옆,37.497005,127.07254,1,X0000107,학여울역 환승공영주차장
서울 송파구 장지동 561-55,37.469597,127.127625,1,X0000108,복정역 공영주차장
서울 강동구 성내동 57-12  천호역 공영주차장,37.537635,127.126201,1,X0000109,천호역 공영주차장
서울 광진구 군자동 98,37.551083,127.075516,2,10006,세종대학교 대양AI센터
서울 동작구 상도동 511,37.49675,126.956985,2,10014,숭실대학교 학생회관
서울 노원구 월계동 85 광운대역,37.624649,127.061073,2,10021,광운대역주차장
서울 영등포구 영등포동4가 442-2,37.515774,126.902794,2,10053,영등포 타임스퀘어 옆(EV)
서울 서초구 방배동 507-1,37.475273,126.983047,2,10059,사당역 공영주차장(EV)
서울 영등포구 당산동3가 370-3,37.524311,126.895103,2,10061,영등포구청역 공영주차장(EV)
서울 강동구 성내동 57-12,37.537445,127.127853,2,10064,천호역 지하환승공영주차장(EV)
서울 은평구 진관동 70-1 구파발역복합환승센터,37.638317,126.919197,2,10067,구파발역 공영주차장(EV)
서울 마포구 마포동 36-1 마포주차장,37.539433,126.942696,2,10068,마포 공영주차장(EV)
서울 강북구 미아동 67-1 햇빛병원,37.61533,127.03064,2,10070,롯데백화점 미아점(EV)
서울 노원구 상계동 713 롯데백화점,37.655392,127.060898,2,10073,롯데백화점 노원점(EV)
서울 마포구 상암동 1648 S-PLEX CENTER,37.575562,126.890381,2,10074,에스플렉스센터(EV)
서울 강서구 방화동 886,37.563492,126.803436,2,10076,롯데몰 김포공항점(EV)
서울 강남구 수서동 735,37.487473,127.099968,2,10078,수서역 공영환승주차장(EV)
서울 성동구 행당동 168-2 더 리치빌,37.562801,127.037254,2,10079,성동구청(EV)
서울 성북구 길음동 21-73 GS세창주유소,37.608757,127.029678,2,10084,GS칼텍스 세창
서울 도봉구 도봉동 561-6,37.684368,127.045914,2,10085,GS칼텍스 도봉
서울 강동구 천호동 563 동아코아아파트,37.541096,127.125694,2,10094,2001아울렛 천호점(EV)
서울 강남구 대치동 890-20 KT 선릉타워 East,37.505119,127.052856,2,10095,선릉역 1번출구(EV)
서울 서대문구 홍제동 306-2,37.588531,126.944168,2,101,홍제역 3번출구
서울 구로구 오류동 64-28,37.495502,126.846024,2,10102,오류동역 4번출구(오류문화센터)
서울 송파구 잠실동 40-1,37.511524,127.100586,2,10115,롯데백화점 잠실점(EV)
서울 강남구 역삼동 679 GS강남타워,37.501804,127.036964,2,10126,역삼역 7번출구(EV)
서울 송파구 방이동 64-12 효창플라자,37.514244,127.108734,2,10132,방이동 먹자골목
서울 용산구 보광동 259-1 용호빌딩,37.528381,126.999161,2,10157,보광동 도솔암주차장
서울 강북구 미아동 330-31,37.618382,127.028297,2,10158,솔샘어린이공원 옆
서울 금천구 독산동 436-3,37.459343,126.897469,2,10159,롯데마트 금천점
서울 도봉구 쌍문동 653 삼환프라자,37.656136,127.038773,2,10187,도봉보건소 교차로
서울 광진구 광장동 353 장로회신학대학교,37.549423,127.10498,2,10192,장로회신학대학교
서울 강남구 삼성동 16-1 강남구청,37.517086,127.048157,2,10194,강남구청
서울 양천구 신월동 482-11,37.524303,126.845123,2,10210,신월동 당곡공영주차장
서울 양천구 신정동 1018-3,37.521606,126.860588,2,10211,신정동 법마을공영주차장
서울 종로구 창신동 285,37.573215,127.015228,2,10220,동묘앞역 9번출구
서울 노원구 공릉동 753 길성그랑프리텔,37.627712,127.07106,2,10238,공릉역 4번출구
서울 서대문구 연희동 87-5,37.570366,126.934219,2,10239,서울연희초교 옆
서울 구로구 항동 135-59,37.47953,126.826073,2,10247,항동 하버라인10단지아파트
서울 양천구 신월동 263,37.536068,126.830132,2,10274,양천가로공원 공영주차장(EV)
서울 은평구 증산동 164-1,37.585785,126.91111,2,10276,증산역 4번출구(유니온빌딩)
서울 중랑구 상봉동 172 망우역,37.599136,127.092949,2,10298,망우역 1번출구
서울 서대문구 남가좌동 328-17,37.576118,126.926361,2,10312,남가좌동 청년누리 오피스텔
서울 성북구 동소문동5가 120 돈암동일하이빌,37.591549,127.015083,2,10318,성신여대입구역(돈암동일하이빌)
서울 금천구 시흥동 243-12,37.450928,126.913445,2,10327,시흥2동 공영주차장
서울 금천구 시흥동 917-5,37.449799,126.908852,2,10329,시흥5동 공영주차장
서울 금천구 시흥동 798-59,37.460648,126.908157,2,10332,시흥4동 주택가공영주차장
서울 금천구 가산동 148-28,37.476654,126.895523,2,10334,가산동 공영주차장
서울 금천구 독산동 898-24,37.47945,126.906357,2,10335,독산3동 공영주차장(EV)
서울 구로구 구로동 754-4,37.490765,126.883804,2,10368,GS칼텍스 구로
서울 구로구 구로동 100-10,37.496178,126.888412,2,10372,GS칼텍스 구로그린
서울 영등포구 양평동4가 28 한강로 주유소,37.535561,126.89798,2,10373,GS칼텍스 제2한강
서울 성동구 홍익동 57 베론하이츠빌,37.567997,127.031868,2,10381,청계벽산아파트 옆
서울 성동구 마장동 782-7 명신빌딩,37.566154,127.043671,2,10387,마장역 3번출구(거주자우선주차구역)
서울 성동구 행당동 168-151 왕십리민자역사,37.559689,127.039398,2,10390,왕십리 문화카페거리
서울 성동구 옥수동 414,37.543976,127.017029,2,10398,옥수고가밑 거주자우선주차구역
서울 성동구 성수동1가 685-191 성수파크빌,37.548584,127.041237,2,10399,뚝섬유수지 체육공원 옆
서울 은평구 신사동 35-11,37.593983,126.914246,2,10404,GS칼텍스 신사제일
서울 중랑구 중화동 73-5,37.598572,127.073112,2,10413,중화 제1공영주차장
서울 중랑구 중화동 73-4,37.597244,127.075409,2,10414,중화 제2공영주차장
서울 중랑구 중화동 73-3,37.596569,127.076393,2,10415,중화 제3공영주차장
서울 성북구 길음동 531-33 안산부인과,37.604343,127.0243,2,10424,길음역 안산부인과주차장
서울 강남구 논현동 108 논현웰스톤,37.51852,127.03801,2,10433,논현웰스톤
서울 송파구 문정동 634 가든파이브라이프,37.477798,127.124374,2,10453,장지역 가든파이브라이프
서울 강서구 화곡동 998-9,37.551266,126.848732,2,10485,화곡동 원풍빌딩
서울 은평구 수색동 380-1 수색치안센터,37.58181,126.894516,2,10495,수색역
경기 성남시 수정구 복정동 산42 동서울대학,37.459274,127.127296,2,10499,동서울대학교C
서울 양천구 신정동 322-5,37.517059,126.863838,2,105,양천문화회관
서울 성북구 정릉동 861-1 국민대학교,37.610886,126.995102,2,10514,국민대학교
서울 강북구 미아동 121-21 미성빌딩,37.625515,127.027092,2,10515,미아역 4번출구
서울 용산구 동자동 43-205 서울역(철도역),37.555862,126.970505,2,10519,서울역사
서울 마포구 서교동 441-9,37.556522,126.910316,2,10523,망원역 1번출구
서울 구로구 오류동 135-3,37.493847,126.844673,2,10524,오류동역 1번출구(행복주차장)
서울 서대문구 충정로2가 78-13 충현동 제1공영주차장,37.565235,126.964584,2,10525,서대문역 1번출구
서울 영등포구 영등포동3가 9-18,37.51757,126.906578,2,10526,영등포역 5번출구(에쉐르아이)
서울 도봉구 쌍문동 715-2,37.660259,127.040802,2,10528,방학사거리
서울 중랑구 면목동 162-22,37.583309,127.080215,2,10538,면목5동 공영주차장
서울 중랑구 망우동 440 면일초등학교,37.59148,127.099091,2,10540,면일초교 공영주차장
서울 중랑구 면목동 380 중곡초등학교,37.574833,127.083481,2,10541,중곡초교 공영주차장
서울 중구 충무로3가 60-1 남산스퀘어,37.56147,126.990997,2,10558,충무로역 5번출구(남산스퀘어)
서울 강남구 신사동 575 극동타워,37.525482,127.026054,2,10559,압구정역 4번출구
서울 마포구 동교동 160-4 아일렉스,37.556118,126.922043,2,10566,홍대입구역 1번출구(아일렉스)
서울 중랑구 면목동 168-2,37.579842,127.080833,2,10573,면목유수지 공영주차장
서울 송파구 가락동 479,37.498566,127.103447,2,10575,송파책박물관
서울 양천구 목동 915,37.526802,126.876343,2,10576,오목교역 목동공영주차장(EV)
서울 강서구 가양동 1480-5,37.562565,126.85305,2,10607,가양역 1번출구(이스타빌)
서울 동작구 상도동 210-221,37.498249,126.942772,2,10620,상도동 글릭하우스(CNH홈)
서울 강북구 수유동 178-45 흥부네빌딩,37.64183,127.024895,2,10621,수유동 예일빌딩
서울 노원구 상계동 163-3 상계캐슬,37.663765,127.069641,2,10623,상계5동 주민센터 앞
서울 도봉구 창동 38-5,37.643944,127.052063,2,10646,녹천역 3번출구
서울 도봉구 쌍문동 508-24 청솔브레싱빌,37.657055,127.014381,2,10647,솔밭공원역 1번출구(노상)
서울 도봉구 쌍문동 271-2,37.651318,127.026932,2,10655,쌍문극동아파트 후문 옆
서울 도봉구 쌍문동 53 성원아파트,37.658672,127.028458,2,10660,방학3동 주민센터 옆
서울 동대문구 휘경동 308-32 휘경마을공영주차장,37.588066,127.05822,2,10681,휘경마을 공영주차장C
서울 중랑구 망우동 529-2 망우3동 주민센터,37.59182,127.094933,2,10683,망우3동 공영주차장
서울 용산구 청파동1가 132-10 청파파크빌,37.548985,126.969009,2,10712,청파동 청파파크빌
서울 강동구 천호동 391-3 광호파크타운,37.54406,127.129417,2,10718,천호동 광호파크타운
서울 송파구 잠실동 27-6 잠실주공아파트,37.512787,127.093826,2,10720,GS슈퍼마켓 잠실점
서울 양천구 신월동 26,37.539722,126.829308,2,10726,이마트 신월점
서울 송파구 잠실동 294-3 성현교회,37.506233,127.080208,2,10734,아시아선수촌아파트 삼거리
서울 도봉구 쌍문동 508-1 정안빌딩,37.657196,127.014267,2,10743,솔밭공원역 1번출구(이마트에브리데이)
서울 마포구 아현동 686 크레디트센터빌딩,37.553738,126.95652,2,10744,애오개역 2번출구(크레디트센터)
서울 중랑구 중화동 73-7 중랑역사,37.595291,127.077812,2,10749,중랑역 2번출구
서울 중구 회현동2가 88 스테이트타워 남산,37.5602,126.983597,2,10753,명동역 4번출구
서울 금천구 독산동 332-13,37.467335,126.892914,2,10756,독산동 청년주택
서울 성동구 성수동1가 656-335 메가박스 스퀘어,37.542011,127.044662,2,10757,서울숲역 2번출구(메가박스 성수점)
서울 동대문구 휘경동 183-308 해담,37.592037,127.059494,2,10774,휘경동 해담
서울 마포구 합정동 472 마포 한강 푸르지오,37.549694,126.911736,2,10790,합정역 8번출구(마포한강푸르지오1차)
서울 강남구 역삼동 705-9 삼흥오피스텔,37.504601,127.047684,2,10802,선릉역 5번출구
서울 도봉구 도봉동 639 도봉역,37.6759,127.045097,2,10803,도봉2동 4공영주차장
서울 강서구 마곡동 738-3,37.568165,126.824806,2,10829,마곡 스프링파크타워
서울 강서구 마곡동 798-14,37.558495,126.824791,2,10830,마곡M시그니처
서울 광진구 화양동 1 건국대학교사범대학부속중학교,37.540874,127.082878,2,10838,광진경찰서 옆
서울 성동구 행당동 377 서울숲 더샵,37.555817,127.040619,2,10839,엔터식스 한양대점
서울 관악구 신림동 626,37.472069,126.921661,2,10853,신림동 성지하우스
서울 마포구 합정동 473 마포 한강 2차 푸르지오,37.550457,126.91227,2,10854,합정역 8번출구(마포한강푸르지오2차)
서울 강서구 공항동 22-54,37.563774,126.81163,2,10890,공항시장역 3번출구(국제빌딩)
서울 중구 황학동 1505 황우회타워주차장,37.569336,127.0214,2,10899,황학동 주방거리
서울 도봉구 창동 135-26 창동EMART,37.6521,127.047562,2,10901,이마트 창동점
서울 성동구 옥수동 561 래미안 옥수 리버젠 상가,37.54414,127.015182,2,10910,옥수리버젠상가
서울 구로구 가리봉동 134-22,37.479839,126.892464,2,10918,가리봉동 서영스윗홈
서울 은평구 역촌동 17-55,37.604858,126.922417,2,10930,역촌역 4번출구(노상)
서울 서대문구 대현동 90-73,37.557133,126.943787,2,10934,이대역 1번출구(UCU이대)
서울 강서구 등촌동 648-5,37.551739,126.864677,2,10940,아임2030 등촌역
서울 영등포구 문래동6가 57 문래 롯데캐슬,37.517925,126.88604,2,10951,문래롯데캐슬아파트
서울 관악구 봉천동 937-15 은호빌딩,37.486233,126.941185,2,10958,봉천동 은호빌딩
서울 동대문구 장안동 345-3 우석타운2,37.570194,127.072006,2,10963,장안동사거리(우석타운)
서울 서대문구 홍은동 412-12 오로라,37.578407,126.926292,2,10966,홍은동 오로라
서울 송파구 신천동 29 롯데월드타워앤드롯데월드몰,37.51305,127.102531,2,10971,롯데월드타워
서울 용산구 동자동 45 센트레빌아스테리움서울,37.551563,126.973236,2,10981,서울역 12번출구(KDB생명타워)
서울 은평구 녹번동 7-1 서울기록원,37.607388,126.935013,2,11000,서울기록원
서울 노원구 중계동 584-1 삼창타워프라자,37.65873,127.072342,2,11010,상계역 4번출구
서울 강남구 청담동 52 청담빌딩,37.524109,127.05127,2,11011,영동대교 남단
서울 마포구 동교동 113-10,37.560207,126.926529,2,11013,동교동 고려삼주차장
서울 마포구 서교동 360-15,37.551281,126.924133,2,11014,홍대야구연습장
서울 은평구 녹번동 81-13 유니클로 은평점,37.604137,126.92524,2,11020,유니클로 은평점
서울 노원구 월계동 929 현대아파트,37.61969,127.063194,2,11040,월계 현대아파트
서울 종로구 숭인동 207-32 숭인동 청년주택,37.573597,127.020119,2,11045,동대문 영하우스
서울 마포구 서교동 494 서교동 효성 해링턴 타워,37.550838,126.916733,2,11079,합정역 3번출구
서울 송파구 거여동 605 휴먼빌 시티,37.486195,127.1427,2,11123,휴먼빌시티오피스텔
서울 관악구 봉천동 870-13 신원메트로빌,37.481686,126.951591,2,11152,서울대입구역 5번출구(신원메트로빌)
서울 종로구 명륜3가 127 명륜빌딩,37.583492,126.997444,2,11153,성균관대입구 교차로
서울 강동구 암사동 485-31,37.549694,127.134293,2,11160,암사동 해마루1차
서울 은평구 갈현동 502-37,37.618404,126.915482,2,11163,갈현동 그레이스빌
서울 관악구 신림동 610-144,37.475204,126.922401,2,11184,신림동 에코하임
서울 구로구 개봉동 270-1,37.489506,126.851799,2,11185,개봉동 한맥케렌시아
서울 금천구 시흥동 790-8,37.462276,126.905357,2,11186,시흥 파크빌
서울 광진구 자양동 17-1,37.541462,127.065277,2,11192,커먼그라운드
서울 서초구 서초동 1325-19,37.494335,127.023926,2,112,서운중학교 앞
서울 송파구 방이동 108-16,37.510788,127.112129,2,11244,송파나루역 2번출구
서울 동대문구 전농동 32-4 전농동하우스토리,37.577351,127.058662,2,11250,전농하우스스토리
서울 구로구 구로동 573,37.501297,126.88311,2,11253,NC백화점 신구로점
서울 광진구 자양동 594,37.529762,127.077469,2,11267,자양유수지 공영주차장
서울 광진구 중곡동 195-1 중곡3동마을공원공영주차장,37.570072,127.084663,2,11268,중곡3동 마을공원
서울 강서구 방화동 612-18,37.563522,126.809807,2,11276,공항시장역 1번출구
서울 강남구 논현동 122-8,37.510551,127.023575,2,11296,논현역 2번출구(동화히스토리)
서울 용산구 원효로3가 51-28,37.533241,126.958313,2,11299,용산 전자랜드
서울 송파구 문정동 632 가든파이브웍스,37.477856,127.122978,2,11319,장지역 가든파이브웍스
서울 용산구 한강로2가 2-39,37.531013,126.968849,2,11323,신용산역 6번출구
서울 강서구 마곡동 739,37.566677,126.817879,2,11327,신방화역 환승주차장
서울 노원구 상계동 65-5,37.670364,127.080757,2,11329,당고개위 공영주차장
서울 은평구 응암동 232-3 은평병원,37.593807,126.923378,2,11330,은평병원
서울 송파구 신천동 11-1,37.517807,127.105087,2,11334,잠실나루역사거리
서울 영등포구 영등포동7가 209 엔비어스파크,37.524529,126.910828,2,11337,영등포 엔비어스파크
서울 영등포구 양평동2가 22-1 스카이시티,37.52269,126.883492,2,11338,관악고등학교 앞
서울 양천구 목동 908-26,37.536652,126.88076,2,11340,목동체비지
